issue_key,status,resolution,custom_field_hub,conversation_start,conversation_end,duration_minutes,first_agent_response_minutes,avg_agent_response_minutes,avg_customer_response_minutes,messages_total,messages_agent,messages_customer,turns,agent_authors,customer_authors,initial_response_sla_5m,initial_response_sla_15m,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,llm_summary_250,conversation_rating,extract_customer_problem,contact_reason,contact_reason_original,agent_score,customer_score,resolved,improvement_tip,llm_model,llm_input_tokens,llm_output_tokens,llm_cost_usd
CC-41048,Done,Done,Q-Park Leicester Square,2025-11-10T12:15:00+00:00,2025-11-10T12:44:00+00:00,29.00,1.00,7.75,0.00,9,6,3,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:4179ec83-5f10-49c9-a2b7-d5f071ea7c42,true,true,false,0,false,0,Customer inquired about the validity period of a daily pass. Agent clarified that it expires at 11:59 PM on the same day of purchase. Conversation ended without further issues.,5,Customer wanted to know the validity period of a daily pass.,Info/question about my current subscription / pass,General information request about the service,5,5,true,Consider providing additional information about other pass options to enhance customer experience.,gpt-4o-mini,1251,133,0.004457
CC-41047,Done,Done,Saba Stratford,2025-11-10T12:11:00+00:00,2025-11-10T13:23:00+00:00,72.00,21.00,42.33,0.00,6,5,1,2,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a1e5e080-bcd8-43a3-a830-8c17bd559153,false,false,false,0,false,0,The customer initiated a chat but did not provide any specific issue. The agent attempted to engage but ultimately closed the chat due to lack of response.,2,The customer did not specify any issue.,Issue unknown,Issue unknown,3,1,false,Encourage the customer to provide details about their issue earlier in the conversation.,gpt-4o-mini,1137,118,0.004023
CC-41046,Done,Done,Q-Park Tower Bridge,2025-11-10T12:07:00+00:00,2025-11-10T12:31:00+00:00,24.00,1.00,3.90,0.00,15,10,5,7,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:4ac89c00-47f1-4682-964c-3c9395feead5,true,true,false,0,false,0,The customer reported that their rented bike stopped working while in use. The agent identified the issue as a rental not starting properly and unlocked the bike for the customer.,4,The rented bike stopped working while the customer was riding.,E-bike damage issue,Info/question about my current ride,4,5,true,Ensure to confirm the customer successfully returned the bike and started a new rental.,gpt-4o-mini,1510,130,0.005075
CC-41045,Done,Done,Q-park Queensway,2025-11-10T11:32:00+00:00,2025-11-10T12:37:00+00:00,65.00,1.00,26.33,0.00,5,4,1,2,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0506f60c-8da8-449f-aa0a-dcacd7a0036a,true,true,false,0,false,0,"The customer expressed a need for a bike but did not provide details. The agent followed up but received no response, leading to chat closure.",2,The customer needed a bike but did not specify the issue.,Issue unknown,Issue unknown,3,2,false,Encourage the customer to provide specific details about their issue to facilitate better assistance.,gpt-4o-mini,1159,126,0.004158
CC-41044,Done,Done,Business Design Centre,2025-11-10T10:58:00+00:00,2025-11-10T12:38:00+00:00,100.00,1.00,5.21,4.75,27,14,13,17,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5;712020:8a9b03dc-298e-4b7f-af3c-f06c13093744,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:8e44db6d-0a43-4b0a-809c-83db4ea60bc6,true,true,false,0,false,0,"Customer faced an issue renewing their weekly pass due to a payment failure, which resulted in a discount not being applied. The agent escalated the issue and resolved it after some time.",4,Customer unable to renew weekly pass with applied discount due to payment failure.,Promotions or discounts question / issue,Promotions or discounts question / issue,4,3,true,Ensure timely updates to customers about their issues to reduce frustration.,gpt-4o-mini,2164,137,0.006780
CC-41043,Done,Done,NCP Bloomsbury,2025-11-10T10:56:00+00:00,2025-11-10T11:17:00+00:00,21.00,1.00,5.67,0.00,10,7,3,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:cf5bc9c7-381c-4fa8-8f69-035c8fc80c88,true,true,false,0,false,0,Customer requested to cancel their subscription due to not feeling well. Agent provided instructions but did not confirm cancellation.,3,Customer wants to cancel their subscription.,Request to cancel weekly subscription,Request to cancel weekly subscription,3,4,false,Confirm the cancellation process is completed and follow up with the customer for clarity.,gpt-4o-mini,1272,112,0.004300
CC-41042,Done,Done,No active pass / Other,2025-11-10T10:31:00+00:00,2025-11-10T11:07:00+00:00,36.00,1.00,9.17,0.40,12,7,5,8,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b086ce2e-11c3-4d48-a227-d8871365a2c5,true,true,false,0,false,0,The customer was unable to select a hub while trying to sign up for the service. The agent provided detailed instructions but did not receive a follow-up from the customer.,3,The customer could not select a hub for signing up.,Hub access or navigation issue,General information request about the service,4,2,false,Encourage the customer to provide more details or ask clarifying questions to better understand their issue.,gpt-4o-mini,1566,132,0.005235
CC-41041,Done,Done,Q-Park Oxford street,2025-11-10T09:55:00+00:00,2025-11-10T11:15:00+00:00,80.00,1.00,4.92,2.15,35,15,20,20,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:81e00b72-62db-4f1c-9a9b-3ae191d1eb21,true,true,false,0,false,0,The customer had trouble ending a bike rental and reported Wi-Fi issues at the Oxford hub. The agent assisted in ending the rental and provided troubleshooting for the Wi-Fi problem.,4,Customer couldn't stop the bike rental and faced Wi-Fi connectivity issues at the hub.,Rental finish issue,Rental finish issue,4,3,true,Encourage the customer to provide more details about their device and connectivity issues for better assistance.,gpt-4o-mini,2164,139,0.006800
CC-41040,Done,Done,,2025-11-10T09:30:00+00:00,2025-11-10T09:44:00+00:00,14.00,1.00,3.50,0.17,12,6,6,6,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:c20fc988-3299-41da-be9e-c028ce013731,true,true,false,0,false,0,"Customer initially confused about the agent's identity and provided a link that the agent couldn't open. The issue was resolved on Slack, indicating the customer is a Port member.",3,Customer was confused and provided an incorrect link.,Other,Other,4,2,true,Encourage customers to describe their issues clearly and verify links before sharing.,gpt-4o-mini,1297,125,0.004492
CC-41039,Done,Done,Q-Park Oxford street,2025-11-10T09:12:00+00:00,2025-11-10T09:47:00+00:00,35.00,2.00,11.00,0.00,9,6,3,4,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:095f06f4-6b60-4365-a2ae-4f4701cd2b1c,true,true,false,0,false,0,Customer inquired about a monthly pass for the Oxford hub but found it sold out. The agent provided purchasing instructions and encouraged checking the app for availability.,3,"Customer needs a monthly pass for the Oxford hub, which is currently sold out.",Hub sold out,Hub sold out,4,3,false,Offer alternative hubs or notify the customer when the Oxford hub becomes available.,gpt-4o-mini,1399,131,0.004808
CC-41038,Done,Done,Saba West India Quay,2025-11-10T08:41:00+00:00,2025-11-10T09:08:00+00:00,27.00,1.00,2.90,1.25,24,12,12,12,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9179b343-9c15-4cf5-a389-1975c9865407,true,true,false,0,false,0,"The customer inquired about unpaid fines despite having paid them. The agent confirmed the fines were paid and suggested purchasing a weekly subscription, resolving the issue.",4,The customer was confused about unpaid fines on their account despite having made payments.,My account is blocked,My account is blocked,4,4,true,Ensure to clarify any technical issues with the app to prevent customer confusion.,gpt-4o-mini,1942,131,0.006165
CC-41037,Done,Done,NCP Clerkenwell,2025-11-10T07:43:00+00:00,2025-11-10T11:05:00+00:00,202.00,1.00,15.42,0.53,35,19,16,15,712020:7cf03fa9-630e-4c51-976d-4cd5fc13b697;712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e208f4b4-36d4-414b-92d4-4cb7c7135f72,true,true,false,0,false,0,"The customer inquired about their active subscription and learned their account was blocked due to policy breaches. After paying a penalty, they agreed to terms for unblocking and successfully had their account reactivated.",4,The customer's account was blocked due to multiple long rental policy breaches.,My account is blocked,My account is blocked,4,4,true,Ensure to provide clearer timelines for account unblocking to manage customer expectations.,gpt-4o-mini,2751,138,0.008258
CC-41035,Done,Done,NCP Saffron Hill,2025-11-10T07:27:00+00:00,2025-11-10T07:55:00+00:00,28.00,1.00,4.75,0.67,12,8,4,7,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a29b2ca8-811a-4678-9c79-760050153dde,true,true,false,0,false,0,"Customer at NCP Saffron Hill Hub reported QR code issues for a week. Agent suggested deactivating NFC, but the customer insisted the problem was with the hub itself. The chat was closed without further resolution.",3,Customer's QR code is not working at NCP Saffron Hill Hub.,Hub access or navigation issue,Hub access or navigation issue,3,3,false,Clarify the issue more effectively and ensure the customer feels heard before closing the chat.,gpt-4o-mini,1453,150,0.005132
CC-41034,Done,Done,NCP Vintry,2025-11-10T07:18:00+00:00,2025-11-10T10:28:00+00:00,190.00,2.00,73.75,72.00,10,9,1,2,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5;712020:7cf03fa9-630e-4c51-976d-4cd5fc13b697;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:553ee3ee-1b58-4bd5-baf7-201cb1b14bc2,true,true,false,0,false,0,"Customer requested to cancel their weekly subscription and receive a refund. The agent successfully escalated the request, canceled the subscription, and initiated the refund.",5,Customer wanted to cancel their weekly subscription and requested a refund.,Request to cancel weekly subscription,Request to cancel weekly subscription,5,5,true,Ensure to follow up with the customer if they do not respond before closing the chat.,gpt-4o-mini,1620,131,0.005360
CC-41033,Done,Done,Q-Park Leicester Square,2025-11-10T07:01:00+00:00,2025-11-10T07:32:00+00:00,31.00,1.00,8.50,0.50,8,6,2,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:ddaf07a0-32c3-4a15-96de-c02280685c11,true,true,false,0,false,0,Customer reported no docks available to finish their shift. Agent advised to park the bike aside and check the app. The conversation ended without further customer response.,3,Customer could not find a dock to finish their shift.,Dock availability issue,Dock availability issue,4,3,false,Encourage the customer to provide feedback on their experience or suggest alternative solutions if docks are unavailable.,gpt-4o-mini,1226,127,0.004335
CC-41032,Done,Done,Q-Park Leicester Square,2025-11-10T06:26:00+00:00,2025-11-10T06:33:00+00:00,7.00,1.00,1.50,0.00,14,7,7,8,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0d7cda12-037a-4a68-ba2d-1c9240be82f5,true,true,false,0,false,0,Customer reported no empty docks available. Agent requested a picture of the bike and ended the rental from their end. Customer confirmed resolution and closed the chat.,5,No empty docks available for bike return.,Dock availability issue,Dock availability issue,5,5,true,Continue to provide clear instructions and confirm resolution with the customer.,gpt-4o-mini,1416,121,0.004750
CC-41031,Done,Done,Q-park Queensway,2025-11-10T05:39:00+00:00,2025-11-10T06:09:00+00:00,30.00,1.00,3.90,0.67,24,12,12,10,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:16ddc97f-48cd-4cd7-9c86-4d150823cb2c,true,true,false,0,false,0,"Customer wanted a weekly subscription at Queensway hub, but it was sold out. Agent provided alternatives and advised to check the app for updates.",3,Customer is unable to purchase a weekly subscription at the Queensway hub due to it being sold out.,Hub sold out,Hub sold out,3,4,false,Offer proactive notifications for slot availability instead of asking the customer to keep checking the app.,gpt-4o-mini,1881,132,0.006023
CC-41030,Done,Done,Q-Park Leicester Square,2025-11-10T04:01:00+00:00,2025-11-10T04:23:00+00:00,22.00,1.00,1.80,1.33,20,10,10,13,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0ac036d0-39ee-417f-b1f0-fe7479b2f992,true,true,false,0,false,0,"The customer faced a dock availability issue and couldn't end their rental. The agent provided assistance, resolved the issue, and closed the chat positively.",5,The customer could not find an empty dock to end their rental.,Dock availability issue,Dock availability issue,5,4,true,Consider confirming the customer's satisfaction before closing the chat.,gpt-4o-mini,1675,122,0.005407
CC-41029,Done,Done,NCP Bloomsbury,2025-11-10T01:54:00+00:00,2025-11-10T02:16:00+00:00,22.00,1.00,3.17,3.00,10,6,4,5,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:6578a19a-3d0f-4442-953c-2229b0533ac2,true,true,false,0,false,0,"Customer had trouble locking their bike. Agent intervened and successfully locked the bike for the customer, who did not respond further.",4,Customer could not lock their bike.,Rental finish issue,Info/question about my current ride,4,3,true,Encourage the customer to provide more details about the issue for better assistance.,gpt-4o-mini,1281,114,0.004343
CC-41028,Done,Done,NCP Bloomsbury,2025-11-10T01:53:00+00:00,2025-11-10T02:17:00+00:00,24.00,1.00,3.86,0.90,19,9,10,8,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:8949f463-85be-4b7b-9a31-ee0ff5f67c9c,true,true,false,0,false,0,"Customer reported a broken cycle chain due to an accident. The agent requested a video, guided the customer to park the bike safely, and ended the rental, resolving the issue.",4,The customer's cycle chain is broken due to an accident.,E-bike damage issue,E-bike damage issue,4,4,true,Ensure to confirm the customer's understanding of the next steps clearly.,gpt-4o-mini,1590,130,0.005275
CC-41027,Done,Done,Port Marcon Place,2025-11-10T01:52:00+00:00,2025-11-10T02:16:00+00:00,24.00,1.00,6.43,0.00,11,8,3,4,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:43ff160d-fa3b-49f6-97b6-7937635c2bcc,true,true,false,0,false,0,The customer requested to terminate their account due to dissatisfaction with the service and cost. The agent provided cancellation instructions and confirmed no further charges would occur.,4,The customer wants to terminate their account due to dissatisfaction and cost concerns.,Request to cancel weekly subscription,Request to cancel weekly subscription,4,3,true,Encourage the customer to share specific feedback on their experience to help improve services.,gpt-4o-mini,1375,132,0.004757
CC-41026,Done,Done,NCP Clerkenwell,2025-11-10T01:24:00+00:00,2025-11-10T01:46:00+00:00,22.00,1.00,1.54,0.79,39,15,24,20,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:5c10fc14-2db4-4a46-8fc0-a902f112bc8f,true,true,false,0,false,0,"The customer reported an issue with a bike rental after their phone broke. The agent confirmed the rental ended successfully and no charges would apply, resolving the customer's concerns.",4,The customer was concerned about potential charges after a bike rental ended due to a broken phone.,E-bike damage issue,Info/question about my current ride,4,4,true,Ensure to verify email addresses more efficiently to avoid confusion and expedite resolution.,gpt-4o-mini,2412,136,0.007390
CC-41025,Done,Done,No active pass / Other,2025-11-10T01:10:00+00:00,2025-11-10T01:55:00+00:00,45.00,1.00,27.33,0.25,9,5,4,2,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a6317336-5858-4230-8813-8bee3abad998,true,true,false,0,false,0,Customer inquired about monthly subscription rates. Agent directed them to the app for details but did not provide specific information. The chat ended without further engagement.,3,Customer asked about the cost of monthly subscriptions.,Info/question about my current subscription / pass,General information request about the service,3,3,false,Provide specific subscription rates or direct the customer to a webpage with that information.,gpt-4o-mini,1245,126,0.004373
CC-41024,Done,Done,NCP Vintry,2025-11-10T00:52:00+00:00,2025-11-10T01:03:00+00:00,11.00,1.00,2.00,0.67,17,8,9,8,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e178b0ca-0a14-4391-9167-5cb45d943020,true,true,false,0,false,0,"The customer reported a punctured bike. The agent requested a video and later confirmed the rental was ended, allowing the customer to start a new rental.",4,The customer had a punctured bike.,E-bike damage issue,E-bike damage issue,4,3,true,Encourage the customer to provide clearer responses and avoid ambiguous replies.,gpt-4o-mini,1530,123,0.005055
